,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,sodium,vitamin_a,vitamin_a_rae,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,glycine,carbohydrate,fiber,sugars,glucose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,water
6041,"Beverages, 3-2-1 Plan, powder, SLIMFAST Shake Mix, UNILEVER",100 g,448,13g,1.5g,5mg,8.13 g,472.00 mg,3447.00 IU,1034.00 mcg,8.08 mcg,2.308 mg,1.3 mg,385.00 IU,51.92 mg,96.2 mcg,364.00 mg,0.769 mg,0.68 mg,385.00 mg,0,385.00 mg,247.00 mg,67.3 mcg,17.31 mg,0,73.92 g,18.1 g,38.02 g,0,0,13.34 g,1.450 g,10.510 g,1.190 g,5.00 mg,0.0 g,2.62 g,0.00 mg,1.99 g
6042,"Seeds, with salt added, oil roasted, sunflower seed kernels",100 g,592,51g,7.1g,0,20.06 g,733.00 mg,9.00 IU,0.00 mcg,0.00 mcg,0.792 mg,1.1 mg,0.00 IU,36.33 mg,3.1 mcg,87.00 mg,1.804 mg,4.28 mg,127.00 mg,2.080 mg,1139.00 mg,483.00 mg,78.2 mcg,5.21 mg,1.286 g,22.89 g,10.6 g,3.11 g,0.74 g,2.37 g,51.30 g,7.068 g,8.063 g,34.294 g,0.00 mg,0.0 g,4.22 g,0.00 mg,1.54 g
6043,"Chicken, fried, cooked, meat only, neck, broilers or fryers",100 g,229,12g,3g,105mg,26.87 g,99.00 mg,162.00 IU,49.00 mcg,0.30 mcg,0.350 mg,0.0 mg,0,0,0,41.00 mg,0.161 mg,2.98 mg,20.00 mg,0.050 mg,135.00 mg,213.00 mg,20.5 mcg,4.24 mg,1.317 g,1.77 g,0.0 g,0,0,0,11.88 g,3.000 g,4.570 g,3.040 g,105.00 mg,0,0.78 g,0,58.71 g
6044,"Seeds, with salt added, dry roasted, sunflower seed kernels",100 g,582,50g,5.2g,0,19.33 g,655.00 mg,9.00 IU,0.00 mcg,0.00 mcg,0.804 mg,1.4 mg,0.00 IU,26.10 mg,2.7 mcg,70.00 mg,1.830 mg,3.80 mg,129.00 mg,2.110 mg,1155.00 mg,850.00 mg,79.3 mcg,5.29 mg,1.240 g,24.07 g,9.0 g,2.73 g,0.03 g,2.70 g,49.80 g,5.219 g,9.505 g,32.884 g,0.00 mg,0.0 g,5.60 g,0.00 mg,1.20 g
6045,"Babyfood, junior, bananas and pineapple with tapioca, fruit",100 g,68,0.1g,,0,0.20 g,0.00 mg,40.00 IU,2.00 mcg,0.00 mcg,0.092 mg,21.2 mg,0.00 IU,0.02 mg,0.6 mcg,7.00 mg,0.040 mg,0.13 mg,6.00 mg,0,5.00 mg,78.00 mg,0.6 mcg,0.03 mg,0,18.40 g,1.6 g,8.41 g,0,0,0.10 g,0.036 g,0.009 g,0.020 g,0.00 mg,0.0 g,0.20 g,0.00 mg,81.10 g
6046,"KASHI Pizza, unprepared, frozen, single serve, Tikka Masala",100 g,191,5.9g,2.1g,8mg,10.20 g,247.00 mg,0.00 IU,0,0.20 mcg,0.040 mg,0.0 mg,0.00 IU,0,0,97.00 mg,0,1.40 mg,0,0,77.00 mg,236.00 mg,0,0.50 mg,0,29.50 g,6.0 g,4.00 g,0,0,5.90 g,2.100 g,1.500 g,1.000 g,8.00 mg,0,5.40 g,0,49.00 g
6047,"Lamb, braised, cooked, brain, variety meats and by-products",100 g,145,10g,2.6g,2043mg,12.55 g,134.00 mg,0.00 IU,0.00 mcg,9.25 mcg,0.110 mg,12.0 mg,0,0,0,12.00 mg,0.210 mg,1.68 mg,14.00 mg,0.059 mg,337.00 mg,205.00 mg,12.0 mcg,1.36 mg,0.594 g,0.00 g,0.0 g,0,0,0,10.17 g,2.600 g,1.840 g,1.040 g,2043.00 mg,0.0 g,1.36 g,0,75.73 g
6048,"Veal, braised, cooked, brain, variety meats and by-products",100 g,136,9.6g,2.2g,3100mg,11.48 g,156.00 mg,0.00 IU,0.00 mcg,9.65 mcg,0.170 mg,13.0 mg,0,0,0,16.00 mg,0.260 mg,1.67 mg,16.00 mg,0.038 mg,385.00 mg,214.00 mg,11.0 mcg,1.61 mg,0.504 g,0.00 g,0.0 g,0,0,0,9.63 g,2.180 g,1.740 g,1.490 g,3100.00 mg,0,1.40 g,0,76.89 g
6049,"Babyfood, strained, noodles and chicken, vegetables, dinner",100 g,63,2.5g,,0,2.00 g,20.00 mg,1417.00 IU,71.00 mcg,0.08 mcg,0.021 mg,0.7 mg,0,0,0,28.00 mg,0.054 mg,0.35 mg,10.00 mg,0,31.00 mg,55.00 mg,3.2 mcg,0.25 mg,0,7.90 g,1.1 g,0,0,0,2.50 g,0,0,0,0,0,0.40 g,0,87.20 g
6050,"Corn, unprepared, kernels cut off cob, frozen, white, sweet",100 g,88,0.8g,0.2g,0,3.02 g,3.00 mg,3.00 IU,0.00 mcg,0.00 mcg,0.178 mg,6.3 mg,0.00 IU,0,0.3 mcg,4.00 mg,0.036 mg,0.41 mg,18.00 mg,0.126 mg,70.00 mg,213.00 mg,0.7 mcg,0.37 mg,0.119 g,20.73 g,2.9 g,9.09 g,0.35 g,8.50 g,0.77 g,0.184 g,0.182 g,0.342 g,0.00 mg,0.0 g,0.48 g,0.00 mg,75.00 g
6051,"MORNINGSTAR FARMS Garden Veggie Patties, unprepared, frozen",100 g,176,5.5g,0.8g,2mg,17.80 g,525.00 mg,373.00 IU,0,0,0.900 mg,1.0 mg,0,0,0,59.00 mg,0,2.20 mg,0,0,164.00 mg,210.00 mg,0,1.00 mg,0,13.70 g,4.5 g,1.80 g,0,0,5.50 g,0.800 g,1.500 g,3.200 g,2.00 mg,0,3.00 g,0,60.00 g
6052,"Pie crust, unenriched, ready-to-bake, frozen, standard-type",100 g,457,29g,4.4g,0,3.90 g,576.00 mg,0.00 IU,0.00 mcg,0.03 mcg,0.071 mg,0.0 mg,0,0,0,18.00 mg,0.068 mg,0.38 mg,16.00 mg,0.547 mg,53.00 mg,98.00 mg,0,0.30 mg,0.131 g,44.10 g,0.9 g,0,0,0,29.20 g,4.357 g,12.414 g,11.000 g,0.00 mg,0,1.80 g,0,21.00 g
6053,"Cereals ready-to-eat, Berry Fruitful, KASHI ORGANIC PROMISE",100 g,318,1.3g,0.2g,0,10.70 g,5.00 mg,13.00 IU,0,0.00 mcg,0.250 mg,0.0 mg,0.00 IU,0.67 mg,0,29.00 mg,0,3.00 mg,106.00 mg,0,242.00 mg,312.00 mg,0,2.20 mg,0,76.20 g,10.5 g,14.60 g,0,0,1.30 g,0.200 g,0.200 g,0.500 g,0.00 mg,0,3.30 g,0,8.50 g
6054,"Beans, drained solids, canned, sprouted, mature seeds, mung",100 g,12,0.1g,,0,1.40 g,42.00 mg,8.00 IU,0.00 mcg,0.00 mcg,0.032 mg,0.3 mg,0.00 IU,0.04 mg,13.4 mcg,14.00 mg,0.157 mg,0.43 mg,9.00 mg,0.073 mg,32.00 mg,27.00 mg,0.6 mcg,0.28 mg,0.032 g,2.14 g,0.8 g,0.70 g,0,0,0.06 g,0.016 g,0.008 g,0.020 g,0.00 mg,0.0 g,0.30 g,0.00 mg,96.10 g
6055,"Chicken, fried, cooked, meat only, wing, broilers or fryers",100 g,211,9.2g,2.5g,84mg,30.15 g,91.00 mg,61.00 IU,0,0.34 mcg,0.590 mg,0.0 mg,3.00 IU,0,0,15.00 mg,0.053 mg,1.14 mg,21.00 mg,0.016 mg,164.00 mg,208.00 mg,25.4 mcg,2.12 mg,1.481 g,0.00 g,0.0 g,0,0,0,9.15 g,2.500 g,3.080 g,2.070 g,84.00 mg,0,0.87 g,0,59.83 g
6056,"Fast foods, with condiments, triple patty, large, hamburger",100 g,267,16g,6.1g,55mg,19.30 g,275.00 mg,61.00 IU,3.00 mcg,1.90 mcg,0.240 mg,0.5 mg,0,0,0,25.00 mg,0.076 mg,3.21 mg,21.00 mg,0.090 mg,152.00 mg,303.00 mg,21.5 mcg,4.15 mg,1.351 g,11.04 g,0,0,0,0,16.01 g,6.147 g,7.040 g,1.059 g,55.00 mg,0,1.28 g,0,52.37 g
6057,"Frozen novelties, with low calorie sweetener, pop, ice type",100 g,24,0g,,0,0.00 g,10.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.000 mg,10.4 mg,0.00 IU,0.00 mg,0.0 mcg,0.00 mg,0.000 mg,0.67 mg,1.00 mg,0.000 mg,0.00 mg,11.00 mg,0.0 mcg,0.47 mg,0,5.92 g,0.0 g,1.52 g,0.47 g,0.70 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.06 g,0.00 mg,94.03 g
6058,"MORNINGSTAR FARMS Chik Patties Original, unprepared, frozen",100 g,197,9.1g,1.3g,0,11.20 g,676.00 mg,34.00 IU,0,2.10 mcg,0.230 mg,0.0 mg,0.00 IU,0,0,58.00 mg,0,2.70 mg,0,0,81.00 mg,372.00 mg,0,0.30 mg,0,20.50 g,3.7 g,2.00 g,0,0,9.10 g,1.300 g,2.100 g,5.100 g,0.00 mg,0,3.70 g,0,55.50 g
6059,"Soup, prepared with equal volume water, canned, oyster stew",100 g,24,1.6g,1g,6mg,0.87 g,407.00 mg,29.00 IU,8.00 mcg,0.91 mcg,0.005 mg,1.3 mg,0,0,0,9.00 mg,0.661 mg,0.41 mg,2.00 mg,0.152 mg,20.00 mg,20.00 mg,0,4.27 mg,0,1.69 g,0,0,0,0,1.59 g,1.040 g,0.380 g,0.070 g,6.00 mg,0,0.99 g,0,94.86 g
6060,"Cereals ready-to-eat, Maple Brown Sugar LIFE Cereal, QUAKER",100 g,373,4.1g,0.8g,0,9.17 g,477.00 mg,37.00 IU,0,0.00 mcg,1.795 mg,0.0 mg,0,0.56 mg,0,349.00 mg,0,28.69 mg,91.00 mg,0,389.00 mg,262.00 mg,0,13.47 mg,0,78.86 g,6.3 g,24.90 g,0,0,4.06 g,0.765 g,1.353 g,1.302 g,0.00 mg,0,3.60 g,0,4.30 g
6061,"SUBWAY, cold cut sub on white bread with lettuce and tomato",100 g,214,10g,3.6g,27mg,10.52 g,575.00 mg,170.00 IU,22.00 mcg,0.22 mcg,0.203 mg,7.5 mg,0,0.41 mg,0,171.00 mg,0.084 mg,1.81 mg,20.00 mg,0.354 mg,112.00 mg,282.00 mg,19.9 mcg,1.05 mg,0.451 g,20.43 g,1.2 g,3.18 g,1.23 g,0.00 g,10.04 g,3.554 g,3.716 g,1.927 g,27.00 mg,0,2.50 g,0,56.51 g
6062,"Veal, roasted, cooked, separable lean only, leg (top round)",100 g,150,3.4g,1.2g,103mg,28.07 g,68.00 mg,0.00 IU,0.00 mcg,1.18 mcg,0.310 mg,0.0 mg,0,0.55 mg,0,6.00 mg,0.130 mg,0.90 mg,28.00 mg,0.031 mg,236.00 mg,393.00 mg,11.9 mcg,3.08 mg,1.443 g,0.00 g,0.0 g,0,0,0,3.39 g,1.220 g,1.190 g,0.290 g,103.00 mg,0.0 g,1.50 g,0,67.01 g
6063,"Veal, braised, cooked, separable lean only, leg (top round)",100 g,203,5.1g,1.9g,135mg,36.71 g,67.00 mg,0.00 IU,0.00 mcg,1.19 mcg,0.370 mg,0.0 mg,0,0.50 mg,0,9.00 mg,0.142 mg,1.32 mg,30.00 mg,0.040 mg,252.00 mg,387.00 mg,15.6 mcg,4.03 mg,1.886 g,0.00 g,0.0 g,0,0,0,5.09 g,1.920 g,1.840 g,0.410 g,135.00 mg,0,1.97 g,0,56.18 g
6064,"Soup, prepared with equal volume water, canned, tomato rice",100 g,47,1.1g,0.2g,1mg,0.82 g,319.00 mg,210.00 IU,12.00 mcg,0.00 mcg,0.030 mg,5.8 mg,0.00 IU,0.86 mg,1.5 mcg,11.00 mg,0.055 mg,0.31 mg,2.00 mg,0.150 mg,13.00 mg,129.00 mg,0.9 mcg,0.20 mg,0,8.54 g,0.7 g,2.95 g,0,0,1.06 g,0.200 g,0.235 g,0.525 g,1.00 mg,0.0 g,1.07 g,0.00 mg,88.52 g
6065,"Beef, raw, separable lean only, flat, imported, New Zealand",100 g,154,7.7g,2.5g,55mg,21.30 g,50.00 mg,36.00 IU,11.00 mcg,2.85 mcg,0.276 mg,0.0 mg,0.00 IU,0.52 mg,0,5.00 mg,0.120 mg,1.90 mg,20.00 mg,0.008 mg,175.00 mg,291.00 mg,1.0 mcg,5.44 mg,1.160 g,0.00 g,0.0 g,0.00 g,0,0,7.69 g,2.525 g,3.144 g,0.328 g,55.00 mg,0.0 g,0.92 g,0.00 mg,70.81 g
6066,"Mollusks, breaded and fried, cooked, mixed species, scallop",100 g,216,11g,2.7g,54mg,18.07 g,464.00 mg,75.00 IU,22.00 mcg,1.32 mcg,0.140 mg,2.3 mg,0,0,0,42.00 mg,0.078 mg,0.82 mg,59.00 mg,0.140 mg,236.00 mg,333.00 mg,26.9 mcg,1.06 mg,1.074 g,10.13 g,0,0,0,0,10.94 g,2.669 g,4.498 g,2.856 g,54.00 mg,0,1.83 g,0,58.44 g
6067,"Turkey, roasted, cooked, meat and skin, thigh, retail parts",100 g,183,9.5g,3g,116mg,23.95 g,101.00 mg,46.00 IU,14.00 mcg,1.67 mcg,0.444 mg,0.0 mg,13.00 IU,0.07 mg,0.0 mcg,4.00 mg,0.089 mg,1.50 mg,21.00 mg,0.006 mg,187.00 mg,273.00 mg,27.3 mcg,3.00 mg,1.268 g,0.41 g,0.0 g,0.00 g,0,0,9.50 g,2.960 g,3.593 g,2.949 g,116.00 mg,0.0 g,1.10 g,0.00 mg,65.12 g
6068,"Beef macaroni with tomato sauce, reduced fat, frozen entree",100 g,113,2g,0.4g,10mg,5.89 g,178.00 mg,152.00 IU,8.00 mcg,0.29 mcg,0.117 mg,3.9 mg,0.00 IU,0.65 mg,2.6 mcg,12.00 mg,0.123 mg,1.30 mg,17.00 mg,0.174 mg,65.00 mg,202.00 mg,12.2 mcg,1.08 mg,0.276 g,17.99 g,1.4 g,3.80 g,0,0,1.96 g,0.443 g,0.816 g,0.228 g,10.00 mg,0.0 g,1.15 g,0.00 mg,73.00 g
6069,"Soup, prepared with equal volume water, canned, beef noodle",100 g,34,1.2g,0.5g,2mg,1.93 g,325.00 mg,101.00 IU,5.00 mcg,0.08 mcg,0.015 mg,0.2 mg,0.00 IU,0.50 mg,0.8 mcg,8.00 mg,0.060 mg,0.44 mg,3.00 mg,0.109 mg,19.00 mg,40.00 mg,3.0 mcg,0.62 mg,0,3.58 g,0.3 g,1.03 g,0,0,1.23 g,0.455 g,0.495 g,0.195 g,2.00 mg,0.0 g,1.10 g,0.00 mg,92.16 g
6070,"Beverages, without caffeine, lemon-lime, SPRITE, carbonated",100 g,40,0g,,0,0.05 g,9.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,2.00 mg,0.001 mg,0.11 mg,1.00 mg,0.002 mg,0.00 mg,1.00 mg,0.0 mcg,0.04 mg,0,10.14 g,0.0 g,8.98 g,3.13 g,0.65 g,0.02 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.01 g,0.00 mg,89.78 g
6071,"Peaches, solids and liquids, extra heavy syrup pack, canned",100 g,96,0g,,0,0.47 g,8.00 mg,131.00 IU,7.00 mcg,0.00 mcg,0.019 mg,1.2 mg,0.00 IU,0,0,3.00 mg,0.050 mg,0.29 mg,5.00 mg,0.044 mg,11.00 mg,83.00 mg,0,0.09 mg,0.016 g,26.06 g,1.0 g,0,0,0,0.03 g,0.003 g,0.011 g,0.014 g,0.00 mg,0,0.25 g,0,73.19 g
6072,"Peas and onions, with salt, drained, boiled, cooked, frozen",100 g,45,0.2g,,0,2.54 g,273.00 mg,1051.00 IU,53.00 mcg,0.00 mcg,0.087 mg,6.9 mg,0.00 IU,0.02 mg,12.1 mcg,14.00 mg,0.063 mg,0.94 mg,13.00 mg,0.166 mg,34.00 mg,117.00 mg,0.4 mcg,0.29 mg,0.087 g,8.63 g,2.2 g,3.77 g,0,0,0.20 g,0.036 g,0.019 g,0.094 g,0.00 mg,0.0 g,0.45 g,0.00 mg,88.18 g
6073,"Peas and carrots, solids and liquids, no salt added, canned",100 g,38,0.3g,,0,2.17 g,4.00 mg,6854.00 IU,343.00 mcg,0.00 mcg,0.088 mg,6.6 mg,0.00 IU,0.38 mg,13.1 mcg,23.00 mg,0.103 mg,0.75 mg,14.00 mg,0.357 mg,46.00 mg,100.00 mg,0.9 mcg,0.58 mg,0.072 g,8.48 g,3.3 g,2.83 g,0,0,0.27 g,0.049 g,0.023 g,0.129 g,0.00 mg,0.0 g,0.93 g,0.00 mg,88.15 g
6074,"Squash, unprepared, frozen, includes skin, zucchini, summer",100 g,17,0.1g,,0,1.16 g,2.00 mg,198.00 IU,10.00 mcg,0.00 mcg,0.050 mg,5.3 mg,0.00 IU,0.12 mg,4.2 mcg,18.00 mg,0.050 mg,0.51 mg,13.00 mg,0.244 mg,28.00 mg,218.00 mg,0.2 mcg,0.21 mg,0.044 g,3.58 g,1.3 g,1.71 g,0,0,0.13 g,0.027 g,0.010 g,0.056 g,0.00 mg,0.0 g,0.43 g,0,94.70 g
6075,"Tea, herb and laborador combination (Alaska Native), tundra",100 g,1,0g,,0,0.00 g,132.00 mg,0.00 IU,0,0.00 mcg,0.000 mg,0.3 mg,0,0,0,2.00 mg,0.020 mg,0.08 mg,1.00 mg,0.040 mg,0.00 mg,9.00 mg,0,0.04 mg,0,0.20 g,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0,0.10 g,0,99.70 g
6076,"Salad dressing, fat-free, blue or roquefort cheese dressing",100 g,115,1g,0.5g,2mg,1.52 g,814.00 mg,18.00 IU,5.00 mcg,0.26 mcg,0.045 mg,0.5 mg,0.00 IU,0.04 mg,0.1 mcg,51.00 mg,0.015 mg,0.12 mg,15.00 mg,0.010 mg,107.00 mg,194.00 mg,1.6 mcg,0.21 mg,0,25.60 g,1.8 g,7.44 g,0,0,1.01 g,0.450 g,0.441 g,0.069 g,2.00 mg,0.0 g,3.40 g,0.00 mg,68.00 g
6077,"Crustaceans, made from surimi, imitation, alaska king, crab",100 g,95,0.5g,0.2g,20mg,7.62 g,529.00 mg,0.00 IU,0.00 mcg,0.57 mcg,0.130 mg,0.0 mg,0.00 IU,0.17 mg,0.4 mcg,13.00 mg,0.032 mg,0.39 mg,43.00 mg,0.011 mg,282.00 mg,90.00 mg,22.3 mcg,0.33 mg,0.276 g,15.00 g,0.5 g,6.25 g,2.68 g,2.95 g,0.46 g,0.216 g,0.275 g,0.143 g,20.00 mg,0.0 g,2.26 g,0.00 mg,74.66 g
6078,"Potatoes, with salt, drained, boiled, cooked, whole, frozen",100 g,63,0.1g,,0,1.98 g,256.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.202 mg,9.4 mg,0.00 IU,0,0,7.00 mg,0.078 mg,0.84 mg,11.00 mg,0.185 mg,26.00 mg,287.00 mg,0.2 mcg,0.25 mg,0.059 g,13.93 g,1.4 g,0,0,0,0.13 g,0.034 g,0.003 g,0.056 g,0.00 mg,0,1.16 g,0,82.80 g
6079,"Cheese spread, reduced fat, American or Cheddar cheese base",100 g,176,8.9g,5.6g,38mg,13.41 g,1102.00 mg,656.00 IU,185.00 mcg,1.17 mcg,0.099 mg,0.0 mg,0.00 IU,0.46 mg,0.0 mcg,557.00 mg,0.032 mg,0.36 mg,27.00 mg,0.026 mg,931.00 mg,250.00 mg,15.5 mcg,1.81 mg,0,10.71 g,0.0 g,7.06 g,0,0,8.88 g,5.647 g,2.458 g,0.415 g,38.00 mg,0.0 g,5.18 g,0.00 mg,61.82 g
6080,"Pork, roasted, extra lean and regular, boneless, ham, cured",100 g,165,7.7g,2.6g,57mg,21.97 g,1385.00 mg,0.00 IU,0.00 mcg,0.68 mcg,0.350 mg,0.0 mg,32.00 IU,0.28 mg,0.0 mcg,8.00 mg,0.119 mg,1.40 mg,19.00 mg,0.046 mg,248.00 mg,362.00 mg,19.5 mcg,2.63 mg,1.053 g,0.50 g,0.0 g,0.00 g,0,0,7.66 g,2.610 g,3.740 g,1.070 g,57.00 mg,0.0 g,4.11 g,0.00 mg,65.75 g
6081,"DIGIORNO Pizza, baked, frozen, rising crust, cheese topping",100 g,256,8.6g,3.5g,15mg,12.80 g,696.00 mg,154.00 IU,46.00 mcg,0.33 mcg,0.112 mg,1.5 mg,0,0.89 mg,6.9 mcg,192.00 mg,0.114 mg,0.77 mg,27.00 mg,0.366 mg,241.00 mg,196.00 mg,26.6 mcg,1.56 mg,0,31.78 g,2.4 g,5.00 g,1.70 g,0.00 g,8.60 g,3.514 g,1.854 g,1.461 g,15.00 mg,0,2.87 g,0,43.95 g
6082,"Puddings, prepared with whole milk, instant, dry mix, lemon",100 g,115,2.9g,1.7g,11mg,2.70 g,267.00 mg,105.00 IU,24.00 mcg,0.30 mcg,0.035 mg,0.8 mg,0,0,0,99.00 mg,0.011 mg,0.06 mg,11.00 mg,0.003 mg,205.00 mg,127.00 mg,1.8 mcg,0.32 mg,0.055 g,20.10 g,0.0 g,0,0,0,2.90 g,1.740 g,0.850 g,0.150 g,11.00 mg,0,1.10 g,0,73.20 g
6083,"CAMPBELL'S Red and White, condensed, Cream of Broccoli Soup",100 g,73,4g,1.2g,4mg,1.61 g,605.00 mg,242.00 IU,0,0,0,1.0 mg,0,0,0,16.00 mg,0,0.29 mg,0,0,0,77.00 mg,0,0,0,9.68 g,0.8 g,2.42 g,0,0,4.03 g,1.210 g,0.806 g,2.016 g,4.00 mg,0,0.30 g,0,84.80 g
6084,"English muffins, raisin-cinnamon (includes apple-cinnamon)",100 g,240,1.8g,0.5g,0,7.91 g,299.00 mg,0.00 IU,0.00 mcg,0.00 mcg,0.066 mg,1.3 mg,0.00 IU,0.31 mg,2.5 mcg,114.00 mg,0.160 mg,4.50 mg,23.00 mg,0.575 mg,91.00 mg,173.00 mg,21.6 mcg,0.97 mg,0.289 g,48.10 g,2.6 g,14.76 g,0,0.00 g,1.80 g,0.540 g,0.846 g,0.339 g,0.00 mg,0.0 g,1.58 g,0.00 mg,40.60 g
6085,"Chicken, stewed, cooked, meat and skin, broilers or fryers",100 g,219,13g,3.5g,78mg,24.68 g,67.00 mg,146.00 IU,44.00 mcg,0.20 mcg,0.220 mg,0.0 mg,1.00 IU,0.27 mg,2.1 mcg,13.00 mg,0.057 mg,1.16 mg,19.00 mg,0.019 mg,139.00 mg,166.00 mg,18.0 mcg,1.76 mg,1.583 g,0.00 g,0.0 g,0.00 g,0,0,12.56 g,3.500 g,4.930 g,2.740 g,78.00 mg,0.0 g,0.76 g,0.00 mg,63.93 g
6086,"Beverages, reduced calorie, with whitener, instant, coffee",100 g,509,29g,25g,0,1.96 g,0.00 mg,14.00 IU,1.00 mcg,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.26 mg,3.8 mcg,18.00 mg,0.011 mg,0.06 mg,2.00 mg,0.011 mg,135.00 mg,909.00 mg,0.9 mcg,0.02 mg,0,59.94 g,0.5 g,59.00 g,0,0,29.10 g,25.128 g,1.705 g,0.576 g,0.00 mg,0.0 g,2.84 g,21.00 mg,6.16 g
6087,"Veal, raw, separable lean and fat, boneless, whole, breast",100 g,208,15g,5.9g,71mg,17.47 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897 g,0.00 g,0,0,0,0,14.75 g,5.896 g,7.164 g,0.952 g,71.00 mg,0,0.90 g,0,67.67 g
6088,"Crackers, low salt (includes oyster, soda, soup), saltines",100 g,421,8.9g,2g,0,9.50 g,198.00 mg,0.00 IU,0.00 mcg,0.09 mcg,0.060 mg,0.0 mg,0.00 IU,1.12 mg,15.4 mcg,119.00 mg,0.156 mg,5.13 mg,25.00 mg,0.838 mg,111.00 mg,724.00 mg,6.4 mcg,0.82 mg,0.358 g,74.34 g,2.9 g,2.22 g,0.23 g,0.00 g,8.85 g,2.001 g,2.247 g,4.068 g,0.00 mg,0.0 g,3.28 g,0.00 mg,4.03 g
6089,"KELLOGG'S, Frosted Pumpkin Pie Toaster Pastries, POP-TARTS",100 g,394,11g,3.4g,2mg,4.70 g,345.00 mg,1000.00 IU,300.00 mcg,0.00 mcg,0.400 mg,0,0.00 IU,0.00 mg,0,0,0,3.60 mg,30.00 mg,0,58.00 mg,97.00 mg,0,0.30 mg,0,70.60 g,1.5 g,28.60 g,0,0,10.50 g,3.400 g,2.300 g,3.900 g,2.00 mg,0,0,0,12.75 g
6090,"KELLOGG'S, Frosted Waffle Cone Toaster Pastries, POP-TARTS",100 g,373,6.8g,2.3g,0,3.90 g,432.00 mg,1000.00 IU,300.00 mcg,0.00 mcg,0.400 mg,0,0.00 IU,0.00 mg,0,200.00 mg,0,3.60 mg,10.00 mg,0,45.00 mg,84.00 mg,0,0.30 mg,0,74.30 g,1.2 g,32.40 g,0,0,6.80 g,2.300 g,1.400 g,2.400 g,0.00 mg,0,0,0,12.75 g
6091,"Beverages, AQUAFINA, PEPSI, non-carbonated, bottled, water",100 g,0,0g,,0,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,0.00 g,0,0,0,0,0,0.00 g,0,99.97 g
6092,"Veal, raw, separable lean only, rib roast, rib, Australian",100 g,134,4.6g,2.1g,58mg,21.70 g,83.00 mg,0.00 IU,0.00 mcg,0,0,0.0 mg,0,0,0,10.00 mg,0,1.58 mg,0,0,0,0,0,0,1.115 g,1.40 g,0.0 g,0.00 g,0,0,4.63 g,2.053 g,1.813 g,0.357 g,58.00 mg,0.0 g,1.01 g,0.00 mg,71.26 g
6093,"Cookies, with rice cereal and chocolate chips, marshmallow",100 g,435,18g,11g,0,4.55 g,341.00 mg,186.00 IU,43.00 mcg,0.04 mcg,0.909 mg,0.0 mg,36.00 IU,0.72 mg,6.9 mcg,0.00 mg,0.432 mg,1.64 mg,51.00 mg,0,98.00 mg,227.00 mg,4.2 mcg,1.11 mg,0,63.26 g,0.0 g,40.91 g,0,0,18.18 g,11.364 g,4.207 g,1.773 g,0.00 mg,0.0 g,1.74 g,8.00 mg,12.27 g
6094,"MORNINGSTAR FARMS Asian Veggie Patties, unprepared, frozen",100 g,158,6.2g,0.9g,0,11.40 g,741.00 mg,0.00 IU,0,0.00 mcg,0.070 mg,0.0 mg,0.00 IU,0,0,62.00 mg,0,1.50 mg,0,0,123.00 mg,376.00 mg,0,0.70 mg,0,18.20 g,5.1 g,5.00 g,0,0,6.20 g,0.900 g,1.700 g,3.200 g,0.00 mg,0,2.90 g,0,61.30 g
6095,"Beef, baked, cooked, loaf, 90% lean meat / 10% fat, ground",100 g,214,11g,4.4g,88mg,26.62 g,61.00 mg,9.00 IU,3.00 mcg,2.49 mcg,0.347 mg,0.0 mg,2.00 IU,0.12 mg,1.1 mcg,13.00 mg,0.079 mg,2.89 mg,21.00 mg,0.010 mg,193.00 mg,300.00 mg,21.6 mcg,6.65 mg,1.806 g,0.00 g,0.0 g,0.00 g,0,0,11.10 g,4.375 g,4.672 g,0.398 g,88.00 mg,0.0 g,0.93 g,0.00 mg,61.33 g
6096,"Cereals ready-to-eat, frosted oat cereal with marshmallows",100 g,400,3.3g,0.6g,0,7.10 g,533.00 mg,1667.00 IU,500.00 mcg,5.29 mcg,1.760 mg,20.0 mg,143.00 IU,0.45 mg,1.4 mcg,333.00 mg,0.141 mg,15.00 mg,28.00 mg,0,141.00 mg,207.00 mg,14.6 mcg,7.94 mg,0,84.70 g,4.3 g,36.13 g,0,0,3.33 g,0.620 g,1.100 g,1.280 g,0.00 mg,0.0 g,2.27 g,0.00 mg,2.80 g
